"timestamp.ms","jerk.cost.m2s5"
214112.969,40398.244
214903.984,41873.638
215685.234,41880.535
216456.719,41725.022
217237.969,43269.744
218009.453,42480.111
218790.703,45534.628
219552.422,42669.446
220343.438,43799.759
221114.922,45078.921
221886.406,43432.523
222667.656,47649.038
223458.672,49241.955
224220.391,42499.051
225011.406,41083.594
225792.656,40804.539
226583.672,42988.428
227364.922,38183.962
228155.938,42340.114
228946.953,37572.018
229737.969,43435.747
230538.75,40959.725
231320,42077.529
232101.25,40172.907
232892.266,46855.522
233673.516,38178.251
234474.297,39734.823
235245.781,39127.483
236046.562,42169.785
236827.812,40296.984
237618.828,45617.665
238409.844,44829.824
239200.859,40992.451
239991.875,40161.537
240782.891,49965.965
241573.906,44092.105
242355.156,43543.224
243146.172,42587.044
243946.953,44528.485
244718.438,38494.693
245519.219,40470.529
246310.234,39642.06
247101.25,41566.723
247892.266,42331.359
248693.047,48472.481
249493.828,44259.347
250275.078,36371.3
251056.328,44216.641
251857.109,43228.021
252618.828,38333.753
253429.375,48545.38
254220.391,46296.673
254982.109,41421.09
255812.188,50411.038
256603.203,39808.217
257384.453,39588.546
258185.234,44182.134
258976.25,42072.183
259767.266,43155.874
260558.281,39749.908
261359.062,45756.017
262140.312,42142.666
262931.328,37924.634
263712.578,44910.817
264513.359,42580.205
265294.609,46531.29
266075.859,42368.291
266866.875,44314.416
267677.422,42530.534
268448.906,39129.585
269230.156,46691.362
270011.406,44048.07
270812.188,46245.879
271583.672,40111.505
272384.453,46531.934
273155.938,41014.799
273956.719,46287.622
274737.969,46080.049
275519.219,41073.578
276271.172,37260.293
277062.188,45516.155
277833.672,40288.562
278634.453,47453.517
279415.703,44535.181
280187.188,43324.53
280968.438,41982.736
281739.922,46688.78
282521.172,41916.042
283312.188,44257.759
284093.438,42932.939
284864.922,46989.189
285626.641,42891.554
286407.891,41721.355
287189.141,49268.612
287970.391,45289.812
288702.812,33684.586
289523.125,46563.073
290284.844,45505.041
291075.859,41330.747
291847.344,46397.932
292609.062,43571.381
293409.844,50278.387
294200.859,43914.751
294962.578,42877.557
295743.828,44536.467
296515.312,43475.934
297277.031,44296.853
298068.047,43769.509
298849.297,44077.262
299620.781,41577.03
300421.562,47752.199
301163.75,37160.486
301964.531,48765.624
302736.016,44298.37
303507.5,39464.507
304298.516,48425.477
305079.766,41681.06
305851.25,40218.704
306622.734,41156.553
307413.75,42978.255
308195,43374.969
308976.25,44688.657
309747.734,41336.023
310519.219,41296.138
311310.234,44118.339
312081.719,43013.998
312862.969,46976.699
313644.219,43888.204
314435.234,35630.405
315216.484,41778.92
316007.5,45267.236
316798.516,51662.63
317560.234,47970.446
318321.953,49593.186
319122.734,50417.69
319903.984,47147.733
320685.234,44284.691
321466.484,41371.34
322277.031,44509.136
323058.281,41548.142
323829.766,38992.902
324630.547,44542.436
325421.562,41973.475
326202.812,39049.808
326974.297,38799.062
327765.312,39822.24
328556.328,44382.932
329337.578,39797.242
330128.594,43418.96
330909.844,37854.148
331700.859,39166.547
332482.109,41736.184
333273.125,42717.13
334044.609,39972.047
334825.859,45699.412
335616.875,47394.164
336388.359,39339.568
337169.609,45925.062
337941.094,47087.252
338712.578,46847.977
339493.828,43075.629
340265.312,41212.18
341027.031,42988.167
341798.516,47366.974
342579.766,47383.849
343361.016,45245.17
344142.266,46156.418
344913.75,41141.594
345695,44342.702
346456.719,44890.495
347237.969,46144.175
348009.453,41745.181
348790.703,45388.711
349571.953,48041.402
350362.969,46682.223
351124.688,37595.182
351905.938,39838.969
352687.188,46762.043
353458.672,45800.768
354239.922,48657.416
355021.172,41956.407
355782.891,44266.481
356593.438,47090.455
357355.156,43251.78
358155.938,46906.063
358917.656,45172.828
359698.906,47605.188
360460.625,47899.153
361261.406,53221.09
362013.359,40787.834
362784.844,48092.661
363556.328,47364.738
364327.812,45952.294
365109.062,47501.956
365880.547,45322.725
366642.266,43928.181
367423.516,45312.267
368204.766,41694.402
368986.016,40220.871
369737.969,38427.984
370509.453,37513.139
371280.938,40164.644
372062.188,45001.823
372823.906,38073.023
373605.156,39080.381
374376.641,50135.655
375157.891,49567.482
375919.609,45222.094
376681.328,47095.654
377433.281,42909.578
378195,43305.771
378966.484,48973.761
379728.203,42539.184
380489.922,46630.487
381261.406,39081.602
382042.656,48129.323
382814.141,46526.755
383556.328,38007.636
384357.109,51670.739
385118.828,38414.681
385909.844,50029.162
386691.094,43225.093
387472.344,42367.75
388234.062,40936.907
389015.312,41890.391
389786.797,46255.436
390558.281,42962.261
391349.297,44879.933
392130.547,40786.919
392911.797,43072.843
393673.516,42768.891
394454.766,40709.673
395245.781,45656.17
396007.5,39987.76
396788.75,44336.238
397560.234,42467.361
398331.719,44707.332
399112.969,46082.32
399884.453,39821.123
400665.703,47989.411
401437.188,42384.847
402198.906,44449.119
402970.391,41810.676
403741.875,37389.908
404532.891,52369.683
405294.609,36989.557
406075.859,41788.423
406837.578,41412.859
407609.062,42377.805
408390.312,46265.295
409171.562,45285.225
409923.516,42628.145
410714.531,45981.687
411476.25,46462.963
412247.734,42837.7
413009.453,44603.653
413790.703,46201.272
414591.484,44969.508
415353.203,37926.167
416114.922,44101.485
416915.703,47161.256
417696.953,46940.145
418468.438,46340.761
419239.922,43073.902
420011.406,41780.405
420792.656,48785.391
421573.906,41965.301
422355.156,39279.87
423146.172,46163.359
423927.422,44204.239
424718.438,49123.179
425480.156,40853.671
426261.406,47584.288
427013.359,44821.732
427784.844,45258.571
428556.328,43631.736
429327.812,41808.458
430109.062,42145.852
430890.312,45439.016
431661.797,48160.529
432423.516,48694.198
433185.234,40798.557
433956.719,41037.593
434728.203,42030.268
435519.219,49996.816
436280.938,41863.29
437071.953,41155.328
437833.672,43864.853
438614.922,43928.784
439357.109,38574.432
440148.125,46880.823
440890.312,41404.166
441652.031,42143.364
442433.281,44928.829
443214.531,47090.607
443986.016,45283.597
444767.266,46675.089
445558.281,51526.414
446320,46411.626
447101.25,51161.503
447882.5,46857.323
448653.984,43984.645
449405.938,45696.533
450196.953,45741.958
450987.969,46227.123
451759.453,38017.161
452540.703,40625.608
453331.719,47333.775
454103.203,36262.233
454884.453,44047.889
455665.703,39058.628
456437.188,41527.64
457218.438,43611.369
457999.688,45213.774
458771.172,42449.002
459532.891,40801.89
460323.906,42557.19
461095.391,44719.349
461886.406,38698.293
462657.891,43063.642
463439.141,39501.471
464220.391,37963.12
464991.875,38243.06
465782.891,44230.512
466554.375,38851.094
467335.625,41325.791
468136.406,38028.4
468907.891,36928.789
469689.141,38206.886
470480.156,41732.584
471261.406,45482.973
472032.891,44664.916
472823.906,36186.079
473605.156,38362.385
474396.172,42222.052
475187.188,41794.769
475958.672,34227.634
476749.688,40229.621
477540.703,38071.854
478312.188,41413.142
479093.438,41405.478
479855.156,38249.732
480646.172,42794.855
481417.656,36557.088
482189.141,37492.59
482960.625,41754.165
483722.344,39257.625
484503.594,44947.947
485275.078,37543.769
486056.328,38031.491
486827.812,40768.652
487618.828,41572.488
488390.312,41304.995
489161.797,39285.178
489952.812,43043.947
490724.297,38734.543
491505.547,43436.745
492277.031,35591.231
493068.047,39538.382
493849.297,36520.57
494630.547,38862.708
495402.031,36923.3
496183.281,42589.163
496964.531,39125.755
497755.547,39249.984
498536.797,39202.883
499318.047,36218.916
500109.062,39066.733
500890.312,38052.552
501671.562,40782.982
502443.047,39401.258
503224.297,35551.438
504015.312,36858.327
504796.562,41546.479
505587.578,40499.615
506349.297,37777.293
507140.312,39758.258
507902.031,39240.687
508673.516,46535.435
509445,43119.694
510216.484,42308.724
510987.969,43233.386
511759.453,41537.028
512530.938,47948.387
513321.953,48809.045
514083.672,37940.891
514855.156,35975.685
515626.641,45029.27
516398.125,36893.2
517150.078,38023.713
517931.328,40116.548
518702.812,38303.535
519493.828,40903.655
520265.312,39581.854
521056.328,38140.567
521837.578,42631.771
522618.828,43015.099
523400.078,45412.825
524161.797,37618.102
524952.812,43078.311
525734.062,39777.508
526495.781,40370.136
527286.797,43008.866
528048.516,38780.305
528820,35741.579
529601.25,40270.826
530382.5,44428.519
531144.219,41574.601
531925.469,38622.652
532706.719,38933.368
533487.969,45043.991
534269.219,43951.505
535040.703,42543.424
535812.188,39965.429
536583.672,42827.995
537374.688,41007.279
538146.172,38984.705
538927.422,42537.896
539708.672,44288.677
540470.391,41519.165
541251.641,39989.481
542003.594,36061.654
542784.844,41295.269
543566.094,42557.957
544327.812,39567.652
545109.062,43003.844
545870.781,43312.57
546632.5,39060.833
547394.219,38921.36
548165.703,42441.306
548927.422,44045.103
549698.906,39134.343
550460.625,38788.405
551222.344,43224.861
551984.062,43500.448
552755.547,45774.76
553527.031,42535.916
554308.281,45086.777
555060.234,38290.481
555831.719,48154.297
556612.969,41779.5
557374.688,39995.283
558146.172,40819.036
558898.125,39639.596
559669.609,44242.826
560441.094,41018.911
561212.578,37492.643
561964.531,37026.26
562755.547,48958.284
563527.031,41042.115
564298.516,45321.616
565070,36253.724
565841.484,41811.663
566603.203,42059.534
567374.688,42227.677
568146.172,43630.342
568927.422,42378.088
569679.375,40174.973
570460.625,44117.007
571222.344,47136.299
571993.828,39011.304
572755.547,44238.643
573517.266,44615.132
574278.984,40035.261
575060.234,42878.731
575821.953,45329.471
576603.203,42103.138
577374.688,44773.081
578146.172,41897.076
578907.891,38040.193
579698.906,49841.42
580460.625,42744.935
581241.875,41471.428
581993.828,42063.909
582784.844,50386.833
583556.328,38219.646
584327.812,39473.004
585109.062,44175.991
585870.781,37095.627
586622.734,38042.423
587403.984,39524.937
588175.469,42612.377
588946.953,37387.647
589708.672,40085.191
590499.688,40936.439
591271.172,44020.36
592052.422,41935.316
592814.141,38310.096
593595.391,39398.916
594366.875,41475.587
595138.359,42252.509
595919.609,39523.993
596691.094,44455.304
597472.344,46999.796
598253.594,43234.475
599015.312,32631.447
599796.562,38404.888
600577.812,37323.543
601359.062,39666.074
602130.547,36369.888
602911.797,37978.357
603693.047,42402.827
604474.297,42034.14
605255.547,40292.336
606027.031,40857.028
606808.281,40844.644
607589.531,40351.755
608370.781,40318.043
609152.031,43930.965
609913.75,39442.194
610714.531,39878.721
611486.016,35628.545
612277.031,38462.364
613048.516,41376.4
613839.531,37247.257
614630.547,43538.955
615402.031,43744.366
616183.281,40345.978
616964.531,43069.126
617736.016,44277.521
618517.266,42016.352
619298.516,37093.447
620079.766,41387.971
620851.25,35302.251
621642.266,45136.492
622443.047,38190.317
623234.062,33394.931
624044.609,39485.027
624835.625,41695.7
625607.109,39088.697
626388.359,38055.449
627179.375,37552.283
627970.391,42882.547
628751.641,36370.01
629542.656,34968.548
630323.906,37204.943
631105.156,36816.597
631896.172,39787.45
632667.656,37651.04
633448.906,42702.114
634239.922,40616.619
635021.172,39957.013
635812.188,39221.902
636622.734,38362.922
637403.984,37485.554
638185.234,40639.443
638976.25,43244.32
639757.5,39966.598
640548.516,39337.607
641349.297,35423.608
642130.547,35824.285
642931.328,41559.188
643712.578,37492.572
644523.125,40632.323
645323.906,41581.776
646105.156,39898.38
646905.938,44017.249
647687.188,38785.363
648487.969,40087.644
649278.984,37672.375
650070,40462.441
650861.016,40307.639
651661.797,42183.845
652452.812,37507.295
653263.359,40099.606
654073.906,36748.639
654874.688,40092.687
655665.703,37704.281
656456.719,41492.299
657247.734,36379.092
658058.281,43370.404
658849.297,40940.298
659640.312,38263.826
660431.328,38782.758
661222.344,42308.358
662013.359,42769.66
662794.609,41959.726
663575.859,43866.502
664376.641,42664.515
665167.656,39605.23
665948.906,39657.021
666730.156,33830.243
667521.172,41255.058
668302.422,36257.834
669093.438,37261.171
669884.453,41093.555
670685.234,38445.615
671476.25,36463.02
672267.266,37072.554
673068.047,39423.216
673849.297,40832.472
674630.547,40339.555
675431.328,40606.505
676232.109,38214.406
677013.359,36320.166
677814.141,48068.562
678605.156,35137.155
679396.172,37066.876
680196.953,40367.869
680987.969,40184.42
681778.984,32771.588
682579.766,41241.617
683370.781,34468.147
684161.797,37141.726
684962.578,36188.906
685763.359,37374.903
686573.906,35987.42
687384.453,39463.394
688195,32945.33
689005.547,36147.077
689806.328,29930.262
690616.875,34361.901
691417.656,32334.428
692228.203,34726.681
693038.75,34348.757
693849.297,34117.871
694659.844,38076.401
695470.391,36955.152
696280.938,38875.428
697081.719,37846.087
697882.5,33167.366
698693.047,39223.413
699493.828,30992.52
700304.375,37427.828
701114.922,39065.621
701905.938,37390.846
702726.25,38204.525
703517.266,39822.338
704308.281,32972.136
705109.062,34075.489
705919.609,39515.613
706720.391,34544.107
707511.406,32084.888
708312.188,34904.657
709122.734,30851.291
709913.75,35879.102
710724.297,39918.312
711525.078,33347.353
712325.859,40383.611
713116.875,39061.89
713917.656,35810.156
714718.438,41676.056
715519.219,39713.288
716310.234,33271.631
717111.016,41099.258
717902.031,35858.235
718702.812,35848.173
719493.828,36659.6
720294.609,38817.264
721075.859,38512.002
721876.641,39907.399
722657.891,34111.291
723458.672,35441.282
724259.453,31156.248
725079.766,38361.684
725861.016,32236.522
726661.797,36266.807
727462.578,33615.084
728253.594,34432.012
729064.141,34881.435
729845.391,31014.872
730655.938,35546.275
731446.953,32006.496
732237.969,37534.12
733048.516,40506.683
733829.766,36417.61
734630.547,43236.702
735421.562,39614.935
736212.578,36001.152
737003.594,41646.896
737794.609,31991.265
738575.859,31286.949
739357.109,38343.308
740157.891,41777.217
740948.906,35579.792
741739.922,41090.217
742530.938,38850.668
743321.953,30474.022
744103.203,35364.923
744894.219,37794.395
745685.234,32984.707
746476.25,37096.393
747247.734,38806.649
748048.516,45865.406
748839.531,38846.459
749630.547,40296.866
750411.797,36962.196
751202.812,36383.399
751984.062,34480.052
752765.312,33840.247
753566.094,36973.54
754357.109,36700.959
755157.891,36614.972
755939.141,35820.459
756730.156,36848.27
757511.406,36576.932
758292.656,36628.679
759093.438,43593.373
759884.453,41826.426
760665.703,37017.341
761476.25,45130.516
762257.5,38210.763
763048.516,39509.891
763839.531,35121.791
764640.312,37094.266
765431.328,37344.04
766232.109,37414.562
767032.891,39517.704
767823.906,36074.99
768614.922,43615.978
769405.938,39436.158
770187.188,37194.817
770987.969,40456.36
771769.219,37261.542
772570,41047.423
773351.25,39133.789
774152.031,37350.309
774943.047,41050.191
775743.828,40588.368
776534.844,45050.499
777355.156,41066.863
778146.172,40299.042
778937.188,36781.788
779728.203,36945.216
780519.219,37779.197
781310.234,36015.912
782120.781,37945.713
782911.797,41382.007
783702.812,41295.763
784493.828,45364.309
785294.609,41176.586
786075.859,42130.744
786866.875,37122.556
787667.656,37119.473
788448.906,42213.172
789249.688,40559.537
790050.469,37247.822
790841.484,32214.952
791642.266,39817.126
792443.047,35680.935
793243.828,32711.865
794044.609,43075.129
794835.625,37919.829
795636.406,32827.92
796427.422,36844.172
797218.438,36788.389
798019.219,33909.336
798820,31745.009
799630.547,37161.314
800421.562,35755.142
801202.812,37980.595
801984.062,35885.831
802784.844,46662.318
803566.094,34782.519
804347.344,37744.055
805138.359,40911.547
805919.609,37485.737
806700.859,38426.085
807491.875,41041.906
808282.891,36511.276
809064.141,37065.017
809864.922,35993.742
810646.172,38841.378
811446.953,36273.381
812237.969,38230.667
813028.984,34738.809
813820,38906.23
814611.016,42930.499
815411.797,40909.899
816193.047,36878.151
816984.062,33313.317
817775.078,34084.923
818556.328,33186.832
819357.109,34834.007
820148.125,37594.389
820919.609,36165.11
821710.625,39360.326
822501.641,39873.242
823273.125,35419.594
824064.141,38741.894
824845.391,38879.29
825626.641,42417.706
826417.656,39160.437
827208.672,44772.299
827999.688,37329.853
828790.703,38981.904
829581.719,40591.051
830362.969,38927.425
831153.984,39108.758
831935.234,36366.681
832716.484,39217.531
833507.5,38310.926
834278.984,38136.142
835060.234,44079.993
835851.25,41954.269
836632.5,38346.418
837394.219,40405.68
838175.469,42972.607
838956.719,41291.504
839747.734,35872.389
840528.984,35156.576
841320,39261.869
842101.25,40669.738
842892.266,43414.118
843673.516,35869.002
844454.766,36375.644
845245.781,32222.138
846036.797,38413.543
846818.047,35585.995
847599.297,33731.698
848380.547,36786.431
849161.797,37645.352
849943.047,39261.991
850734.062,34565.702
851525.078,42449.61
852306.328,44056.147
853077.812,37885.859
853868.828,44890.797
854640.312,38782.462
855411.797,40745.079
856183.281,33138.122
856974.297,39860.709
857755.547,39494.315
858527.031,41471.151
859327.812,44224.869
860109.062,38781.477
860890.312,38725.087
861681.328,38465.471
862452.812,42478.178
863234.062,35207.69
864025.078,42723.485
864796.562,41548.326
865587.578,37886.508
866368.828,37386.543
867159.844,47136.3
867941.094,38401.934
868722.344,37798.274
869503.594,40636.536
870284.844,38146.252
871075.859,40443.605
871876.641,40404.174
872657.891,42538.837
873429.375,34513.272
874200.859,38878.418
874982.109,38666.318
875763.359,43241.195
876544.609,36921.348
877316.094,39667.101
878087.578,33136.317
878878.594,39301.994
879659.844,33637.287
880441.094,40989.894
881232.109,32735.853
882023.125,31807.963
882804.375,38029.492
883595.391,39136.343
884376.641,31354.076
885167.656,32962.655
885958.672,40851.679
886749.688,36310.29
887550.469,39219.286
888331.719,32922.843
889132.5,35292.465
889913.75,34348.469
890704.766,40299.497
891505.547,38246.954
892296.562,35322.309
893087.578,36195.56
893878.594,38290.341
894659.844,34727.674
895450.859,32283.594
896251.641,38010.203
897042.656,32762.477
897823.906,37076.927
898614.922,40856.081
899396.172,34600.757
900177.422,39416.76
900968.438,43211.389
901749.688,38014.797
902511.406,37448.974
903312.188,43944.953
904093.438,44641.011
904884.453,38478.862
905665.703,34239.028
906456.719,38124.907
907247.734,33454.069
908038.75,36127.669
908810.234,34275.87
909601.25,38400.785
910392.266,37479.772
911173.516,44239.647
911954.766,38577.357
912736.016,36355.747
913527.031,34764.619
914308.281,38060.175
915089.531,34889.285
915890.312,32519.796
916681.328,36757.794
917462.578,34044.86
918243.828,30611.288
919025.078,40043.796
919806.328,38117.223
920587.578,40209.841
921368.828,41890.192
922159.844,43296.335
922960.625,40079.465
923741.875,38018.174
924523.125,37064.139
925314.141,45868.139
926095.391,48684.242
926886.406,40309.179
927667.656,47245.229
928448.906,40434.591
929230.156,39611.672
930030.938,44344.843
930821.953,38455.184
931612.969,42746.221
932394.219,34354.078
933185.234,39455.109
933976.25,41548.137
934757.5,41853.579
935558.281,39939.887
936339.531,35918.515
937130.547,37609.631
937911.797,41313.833
938712.578,35741.411
939493.828,35971.705
940284.844,41598.197
941075.859,34252.146
941866.875,36944.841
942657.891,40430.598
943448.906,35786.893
944249.688,39505.334
945040.703,36770.479
945831.719,37989.715
946632.5,33924.973
947423.516,37029.985
948214.531,37803.999
949015.312,37185.879
949806.328,35144.625
950597.344,38893.423
951388.359,36131.936
952169.609,35626.515
952970.391,39012.105
953741.875,30606.23
954532.891,39020.426
955323.906,36108.682
956105.156,38845.023
956896.172,38898.674
957687.188,39084.269
958478.203,35828.086
959269.219,34049.321
960060.234,36512.121
960841.484,35793.492
961642.266,43434.758
962433.281,33639.674
963214.531,37542.433
963995.781,36530.245
964796.562,36540.854
965577.812,35014.756
966359.062,35411.353
967120.781,33571.438
967902.031,34223.772
968693.047,34969.631
969484.062,33603.094
970284.844,39821.352
971075.859,32700.536
971857.109,31012.859
972657.891,33669.987
973458.672,33106.292
974249.688,32380.214
975030.938,31494.421
975831.719,34785.098
976622.734,30972.136
977403.984,33164.247
978195,35692.359
978986.016,34418.13
979757.5,31827.192
980548.516,36385.359
981339.531,31004.733
982130.547,36201.121
982921.562,33012.262
983702.812,34755.98
984484.062,33787.869
985284.844,36176.342
986066.094,34680.622
986857.109,29454.378
987648.125,37216.672
988429.375,33405.342
989210.625,35412.937
990001.641,38449.981
990782.891,31865.709
991573.906,29600.877
992355.156,36058.524
993146.172,40746.961
993927.422,34720.793
994718.438,35953.874
995509.453,36436.911
996310.234,38671.402
997101.25,38834.461
997892.266,40688.793
998683.281,35306.037
999454.766,38104.006
1000236.016,38298.03
1000997.734,35498.756
1001769.219,37094.231
1002550.469,38241.914
1003331.719,38156.373
1004103.203,31983.828
1004894.219,42120.621
1005675.469,35318.495
1006466.484,34342.282
1007257.5,40788.438
1008038.75,40258.458
1008829.766,38444.124
1009591.484,38878.767
1010402.031,38713.769
1011183.281,35611.099
1011964.531,37610.036
1012765.312,37468.72
1013566.094,39945.13
1014366.875,34280.767
1015138.359,36521.022
1015919.609,38255.452
1016700.859,36814.071
1017482.109,37386.207
1018273.125,40931.224
1019054.375,35511.434
1019835.625,36546.274
1020616.875,39054.822
1021388.359,36991.115
1022169.609,37911.815
1022941.094,41113.188
1023722.344,37785.984
1024503.594,39955.37
1025284.844,39905.354
1026085.625,38297.775
1026857.109,34151.74
1027638.359,36806.323
1028429.375,38691.217
1029220.391,41771.047
1030011.406,38278.939
1030773.125,36143.897
1031554.375,39352.399
1032335.625,40829.794
1033126.641,42693.877
1033917.656,35716.914
1034689.141,38158.665
1035470.391,38355.786
1036261.406,37262.709
1037042.656,32500.154
1037823.906,37858.317
1038595.391,38214.143
1039366.875,35847.96
1040148.125,37975.815
1040929.375,38234.406
1041720.391,39829.17
1042501.641,34867.203
1043282.891,36441.198
1044064.141,35159.013
1044835.625,36059.238
1045636.406,41795.006
1046417.656,31071.631
1047198.906,32773.257
1047970.391,42321.491
1048751.641,40113.673
1049523.125,33371.745
1050304.375,39589.986
1051085.625,36682.755
1051866.875,34909.029
1052648.125,32375.109
1053439.141,38151.167
1054210.625,35775.155
1055001.641,40819.52
1055782.891,34444.339
1056554.375,38714.887
1057335.625,40514.574
1058107.109,38285.705
1058878.594,39274.985
1059659.844,39547.53
1060421.562,34131.192
1061212.578,40210.032
1061984.062,37150.636
1062765.312,43709.692
1063546.562,39708.224
1064308.281,33505.274
1065089.531,36350.199
1065870.781,39790.681
1066652.031,36267.256
1067433.281,37860.735
1068234.062,39986.936
1069025.078,38852.183
1069806.328,38000.16
1070607.109,41048.122
1071388.359,32988.342
1072179.375,37244.993
1072970.391,38015.725
1073761.406,35104.638
1074552.422,37318.469
1075343.438,36672.649
1076134.453,36920.102
1076915.703,36236.512
1077696.953,34700.921
1078487.969,36394.956
1079278.984,33947.179
1080070,37388.958
1080861.016,35277.301
1081652.031,36213.371
1082433.281,38806.411
1083214.531,37616.62
1084015.312,38971.067
1084796.562,37123.103
1085587.578,33687.249
1086368.828,34318.226
1087159.844,37274.858
1087941.094,33655.868
1088722.344,33462.695
1089503.594,37761.528
1090294.609,36138.202
1091075.859,34727.802
1091876.641,37134.227
1092667.656,32088.933
1093458.672,38360.986
1094249.688,37934.709
1095060.234,37330.596
1095841.484,33182.717
1096612.969,36251.416
1097403.984,33796.243
1098195,36768.201
1098966.484,35869.73
1099757.5,34670.283
1100548.516,32994.823
1101349.297,36719.586
1102140.312,33346.138
1102921.562,33683.322
1103702.812,33405.44
1104493.828,36436.518
1105284.844,38885.721
1106075.859,31850.012
1106857.109,33572.755
1107657.891,39917.555
1108439.141,37734.043
1109230.156,41153.158
1110001.641,38529.409
1110773.125,34639.466
1111564.141,37746.262
1112355.156,32289.095
1113136.406,35230.785
1113927.422,37279.837
1114698.906,31491.034
1115509.453,37434.243
1116300.469,33049.761
1117101.25,34821.646
1117892.266,39294.993
1118683.281,35060.04
1119464.531,33846.232
1120255.547,34384.729
1121036.797,36216.064
1121808.281,32649.218
1122579.766,38286.492
1123361.016,36082.931
1124132.5,35101.134
1124923.516,39977.612
1125704.766,33523.765
1126495.781,29563.394
1127277.031,38452.264
1128058.281,33663.437
1128859.062,36811.383
1129620.781,33058.305
1130402.031,34437.143
1131183.281,37936.085
1131954.766,37914.814
1132745.781,36692.744
1133517.266,35008.823
1134298.516,35192.086
1135070,35778.231
1135851.25,39513.425
1136622.734,37306.013
1137403.984,36460.142
1138195,33726.356
1138995.781,35442.663
1139796.562,38164.205
1140587.578,38514.554
1141378.594,37507.332
1142179.375,37712.123
1142980.156,37545.901
1143771.172,34802.671
1144571.953,35467.342
1145362.969,38231.01
1146144.219,34954.955
1146945,35765.959
1147736.016,37205.881
1148536.797,32785.153
1149337.578,32284.309
1150138.359,33071.677
1150919.609,34005.039
1151710.625,33400.542
