"timestamp.ms","nn.interval.ms"
157749.547,751.953
158521.031,771.484
159302.281,781.25
160073.766,771.484
160845.25,771.484
161597.203,751.953
162368.688,771.484
163169.469,800.781
163940.953,771.484
164712.438,771.484
165454.625,742.188
166255.406,800.781
166997.594,742.188
167769.078,771.484
168560.094,791.016
169331.578,771.484
170083.531,751.953
170845.25,761.719
171616.734,771.484
172407.75,791.016
173179.234,771.484
173960.484,781.25
174731.969,771.484
175503.453,771.484
176294.469,791.016
177046.422,751.953
177847.203,800.781
178628.453,781.25
179380.406,751.953
180171.422,791.016
180933.141,761.719
181704.625,771.484
182466.344,761.719
183208.531,742.188
184009.312,800.781
184790.562,781.25
185562.047,771.484
186333.531,771.484
187085.484,751.953
187866.734,781.25
188657.75,791.016
189439,781.25
190220.25,781.25
190991.734,771.484
191782.75,791.016
192544.469,761.719
193345.25,800.781
194126.5,781.25
194917.516,791.016
195679.234,761.719
196460.484,781.25
197231.969,771.484
198013.219,781.25
198814,800.781
199595.25,781.25
200356.969,761.719
201147.984,791.016
201948.766,800.781
202720.25,771.484
203521.031,800.781
204302.281,781.25
205073.766,771.484
205864.781,791.016
206646.031,781.25
207417.516,771.484
208218.297,800.781
208980.016,761.719
209780.797,800.781
210562.047,781.25
211343.297,781.25
212153.844,810.547
212915.562,761.719
213716.344,800.781
214497.594,781.25
215288.609,791.016
216069.859,781.25
216851.109,781.25
217603.062,751.953
218403.844,800.781
219165.562,761.719
219937.047,771.484
220718.297,781.25
221480.016,761.719
222271.031,791.016
223062.047,791.016
223814,751.953
224614.781,800.781
225396.031,781.25
226187.047,791.016
226968.297,781.25
227739.781,771.484
228550.328,810.547
229331.578,781.25
230122.594,791.016
230913.609,791.016
231704.625,791.016
232476.109,771.484
233276.891,800.781
234048.375,771.484
234849.156,800.781
235649.938,800.781
236431.188,781.25
237202.672,771.484
238013.219,810.547
238804.234,791.016
239585.484,781.25
240376.5,791.016
241177.281,800.781
241948.766,771.484
242749.547,800.781
243530.797,781.25
244312.047,781.25
245122.594,810.547
245913.609,791.016
246704.625,791.016
247495.641,791.016
248286.656,791.016
249087.438,800.781
249868.688,781.25
250669.469,800.781
251440.953,771.484
252241.734,800.781
253022.984,781.25
253823.766,800.781
254614.781,791.016
255405.797,791.016
256187.047,781.25
256987.828,800.781
257769.078,781.25
258560.094,791.016
259360.875,800.781
260142.125,781.25
260933.141,791.016
261724.156,791.016
262524.938,800.781
263325.719,800.781
264116.734,791.016
264897.984,781.25
265679.234,781.25
266470.25,791.016
267261.266,791.016
268052.281,791.016
268833.531,781.25
269624.547,791.016
270415.562,791.016
271196.812,781.25
271987.828,791.016
272749.547,761.719
273550.328,800.781
274341.344,791.016
275103.062,761.719
275874.547,771.484
276675.328,800.781
277446.812,771.484
278237.828,791.016
279019.078,781.25
279790.562,771.484
280562.047,771.484
281353.062,791.016
282134.312,781.25
282886.266,751.953
283696.812,810.547
284458.531,761.719
285249.547,791.016
286021.031,771.484
286802.281,781.25
287583.531,781.25
288345.25,761.719
289126.5,781.25
289888.219,761.719
290669.469,781.25
291440.953,771.484
292222.203,781.25
293013.219,791.016
293774.938,761.719
294556.188,781.25
295327.672,771.484
296099.156,771.484
296880.406,781.25
297661.656,781.25
298452.672,791.016
299214.391,761.719
299985.875,771.484
300767.125,781.25
301567.906,800.781
302349.156,781.25
303120.641,771.484
303911.656,791.016
304683.141,771.484
305454.625,771.484
306216.344,761.719
307007.359,791.016
307798.375,791.016
308560.094,761.719
309341.344,781.25
310132.359,791.016
310913.609,781.25
311694.859,781.25
312476.109,781.25
313257.359,781.25
314038.609,781.25
314829.625,791.016
315601.109,771.484
316382.359,781.25
317183.141,800.781
317944.859,761.719
318735.875,791.016
319497.594,761.719
320288.609,791.016
321050.328,761.719
321841.344,791.016
322632.359,791.016
323423.375,791.016
324224.156,800.781
325015.172,791.016
325786.656,771.484
326587.438,800.781
327368.688,781.25
328149.938,781.25
328940.953,791.016
329722.203,781.25
330493.688,771.484
331284.703,791.016
332085.484,800.781
332866.734,781.25
333657.75,791.016
334419.469,761.719
335210.484,791.016
335991.734,781.25
336782.75,791.016
337554.234,771.484
338315.953,761.719
339087.438,771.484
339868.688,781.25
340640.172,771.484
341401.891,761.719
342163.609,761.719
342954.625,791.016
343735.875,781.25
344517.125,781.25
345288.609,771.484
346079.625,791.016
346831.578,751.953
347603.062,771.484
348384.312,781.25
349185.094,800.781
349946.812,761.719
350747.594,800.781
351499.547,751.953
352300.328,800.781
353081.578,781.25
353833.531,751.953
354605.016,771.484
355396.031,791.016
356167.516,771.484
356958.531,791.016
357730.016,771.484
358521.031,791.016
359302.281,781.25
360064,761.719
360835.484,771.484
361606.969,771.484
362378.453,771.484
363159.703,781.25
363940.953,781.25
364702.672,761.719
365493.688,791.016
366265.172,771.484
367017.125,751.953
367808.141,791.016
368560.094,751.953
369360.875,800.781
370112.828,751.953
370884.312,771.484
371665.562,781.25
372446.812,781.25
373218.297,771.484
373970.25,751.953
374741.734,771.484
375513.219,771.484
376265.172,751.953
377056.188,791.016
377798.375,742.188
378589.391,791.016
379351.109,761.719
380103.062,751.953
380864.781,761.719
381655.797,791.016
382417.516,761.719
383179.234,761.719
383940.953,761.719
384712.438,771.484
385513.219,800.781
386294.469,781.25
387056.188,761.719
387837.438,781.25
388608.922,771.484
389399.938,791.016
390171.422,771.484
390933.141,761.719
391714.391,781.25
392505.406,791.016
393296.422,791.016
394058.141,761.719
394829.625,771.484
395610.875,781.25
396401.891,791.016
397153.844,751.953
397925.328,771.484
398706.578,781.25
399468.297,761.719
400249.547,781.25
401040.562,791.016
401812.047,771.484
402583.531,771.484
403364.781,781.25
404136.266,771.484
404888.219,751.953
405659.703,771.484
406450.719,791.016
407202.672,751.953
407983.922,781.25
408755.406,771.484
409526.891,771.484
410298.375,771.484
411069.859,771.484
411841.344,771.484
412632.359,791.016
413403.844,771.484
414185.094,781.25
414956.578,771.484
415728.062,771.484
416519.078,791.016
417300.328,781.25
418071.812,771.484
418833.531,761.719
419605.016,771.484
420405.797,800.781
421157.75,751.953
421948.766,791.016
422749.547,800.781
423521.031,771.484
424302.281,781.25
425083.531,781.25
425864.781,781.25
426606.969,742.188
427388.219,781.25
428149.938,761.719
428921.422,771.484
429702.672,781.25
430493.688,791.016
431245.641,751.953
432026.891,781.25
432788.609,761.719
433560.094,771.484
434331.578,771.484
435103.062,771.484
435884.312,781.25
436675.328,791.016
437437.047,761.719
438208.531,771.484
438970.25,761.719
439761.266,791.016
440522.984,761.719
441274.938,751.953
442056.188,781.25
442808.141,751.953
443579.625,771.484
444360.875,781.25
445132.359,771.484
445913.609,781.25
446685.094,771.484
447466.344,781.25
448237.828,771.484
449028.844,791.016
449800.328,771.484
450581.578,781.25
451353.062,771.484
452124.547,771.484
452915.562,791.016
453696.812,781.25
454487.828,791.016
455259.312,771.484
456040.562,781.25
456812.047,771.484
457593.297,781.25
458364.781,771.484
459136.266,771.484
459907.75,771.484
460689,781.25
461470.25,781.25
462251.5,781.25
463022.984,771.484
463823.766,800.781
464585.515,761.749
465366.734,781.219
466147.984,781.25
466929.234,781.25
467720.25,791.016
468511.266,791.016
469302.281,791.016
470093.297,791.016
470874.547,781.25
471626.5,751.953
472417.516,791.016
473198.766,781.25
473980.016,781.25
474771.031,791.016
475571.812,800.781
476353.062,781.25
477124.547,771.484
477925.328,800.781
478687.047,761.719
479458.531,771.484
480230.016,771.484
481011.266,781.25
481772.984,761.719
482564,791.016
483325.719,761.719
484097.203,771.484
484878.453,781.25
485649.938,771.484
486421.422,771.484
487202.672,781.25
487983.922,781.25
488755.406,771.484
489556.188,800.781
490337.438,781.25
491108.922,771.484
491880.406,771.484
492661.656,781.25
493442.906,781.25
494243.688,800.781
495005.406,761.719
495796.422,791.016
496558.141,761.719
497339.391,781.25
498140.172,800.781
498911.656,771.484
499702.672,791.016
500503.453,800.781
501265.172,761.719
502046.422,781.25
502817.906,771.484
503628.453,810.547
504399.938,771.484
505181.188,781.25
505972.203,791.016
506733.922,761.719
507505.406,771.484
508276.891,771.484
509038.609,761.719
509829.625,791.016
510601.109,771.484
511362.828,761.719
512153.844,791.016
512925.328,771.484
513696.812,771.484
514478.062,781.25
515239.781,761.719
516011.266,771.484
516782.75,771.484
517534.703,751.953
518306.188,771.484
519106.969,800.781
519868.688,761.719
520649.938,781.25
521431.188,781.25
522212.438,781.25
522993.688,781.25
523774.938,781.25
524536.656,761.719
525317.906,781.25
526089.391,771.484
526880.406,791.016
527642.125,761.719
528413.609,771.484
529214.391,800.781
529985.875,771.484
530747.594,761.719
531538.609,791.016
532300.328,761.719
533081.578,781.25
533872.594,791.016
534644.078,771.484
535435.094,791.016
536196.812,761.719
536978.062,781.25
537759.312,781.25
538521.031,761.719
539302.281,781.25
540073.766,771.484
540855.016,781.25
541636.266,781.25
542388.219,751.953
543179.234,791.016
543950.719,771.484
544722.203,771.484
545483.922,761.719
546245.641,761.719
547017.125,771.484
547769.078,751.953
548550.328,781.25
549321.812,771.484
550083.531,761.719
550825.719,742.188
551606.969,781.25
552368.688,761.719
553130.406,761.719
553911.656,781.25
554673.375,761.719
555454.625,781.25
556226.109,771.484
556997.594,771.484
557759.312,761.719
558530.797,771.484
559292.516,761.719
560064,771.484
560815.953,751.953
561587.438,771.484
562378.453,791.016
563130.406,751.953
563911.656,781.25
564663.609,751.953
565454.625,791.016
566226.109,771.484
566997.594,771.484
567759.312,761.719
568530.797,771.484
569282.75,751.953
570064,781.25
570845.25,781.25
571616.734,771.484
572368.688,751.953
573120.641,751.953
573911.656,791.016
574663.609,751.953
575444.859,781.25
576216.344,771.484
576968.297,751.953
577749.547,781.25
578521.031,771.484
579312.047,791.016
580083.531,771.484
580835.484,751.953
581616.734,781.25
582378.453,761.719
583179.234,800.781
583950.719,771.484
584722.203,771.484
585493.688,771.484
586255.406,761.719
587026.891,771.484
587798.375,771.484
588560.094,761.719
589321.812,761.719
590112.828,791.016
590874.547,761.719
591665.562,791.016
592427.281,761.719
593208.531,781.25
593970.25,761.719
594741.734,771.484
595522.984,781.25
596294.469,771.484
597065.953,771.484
597856.969,791.016
598628.453,771.484
599409.703,781.25
600171.422,761.719
600952.672,781.25
601733.922,781.25
602534.703,800.781
603296.422,761.719
604077.672,781.25
604858.922,781.25
605630.406,771.484
606411.656,781.25
607183.141,771.484
607964.391,781.25
608755.406,791.016
609536.656,781.25
610298.375,761.719
611099.156,800.781
611860.875,761.719
612651.891,791.016
613442.906,791.016
614214.391,771.484
614995.641,781.25
615776.891,781.25
616577.672,800.781
617339.391,761.719
618110.875,771.484
618911.656,800.781
619692.906,781.25
620454.625,761.719
621235.875,781.25
622017.125,781.25
622827.672,810.547
623618.688,791.016
624419.469,800.781
625200.719,781.25
626001.5,800.781
626772.984,771.484
627573.766,800.781
628345.25,771.484
629146.031,800.781
629927.281,781.25
630718.297,791.016
631480.016,761.719
632261.266,781.25
633042.516,781.25
633833.531,791.016
634614.781,781.25
635396.031,781.25
636187.047,791.016
636987.828,800.781
637798.375,810.547
638560.094,761.719
639360.875,800.781
640142.125,781.25
640933.141,791.016
641724.156,791.016
642534.703,810.547
643306.188,771.484
644106.969,800.781
644907.75,800.781
645698.766,791.016
646489.781,791.016
647300.328,810.547
648071.812,771.484
648872.594,800.781
649673.375,800.781
650454.625,781.25
651265.172,810.547
652046.422,781.25
652847.203,800.781
653657.75,810.547
654458.531,800.781
655259.312,800.781
656040.562,781.25
656851.109,810.547
657642.125,791.016
658442.906,800.781
659243.688,800.781
660024.938,781.25
660815.953,791.016
661597.203,781.25
662388.219,791.016
663179.234,791.016
663970.25,791.016
664761.266,791.016
665562.047,800.781
666343.297,781.25
667114.781,771.484
667905.797,791.016
668696.812,791.016
669478.062,781.25
670269.078,791.016
671060.094,791.016
671860.875,800.781
672651.891,791.016
673442.906,791.016
674214.391,771.484
675024.938,810.547
675835.484,810.547
676606.969,771.484
677407.75,800.781
678198.766,791.016
678999.547,800.781
679800.328,800.781
680571.812,771.484
681372.594,800.781
682163.609,791.016
682974.156,810.547
683755.406,781.25
684556.188,800.781
685366.734,810.547
686157.75,791.016
686958.531,800.781
687769.078,810.547
688589.391,820.312
689390.172,800.781
690210.484,820.312
691001.5,791.016
691812.047,810.547
692622.594,810.547
693423.375,800.781
694243.688,820.312
695073.766,830.078
695864.781,791.016
696665.562,800.781
697485.875,820.312
698276.891,791.016
699087.438,810.547
699907.75,820.312
700698.766,791.016
701509.312,810.547
702300.328,791.016
703110.875,810.547
703892.125,781.25
704692.906,800.781
705493.688,800.781
706314,820.312
707105.016,791.016
707896.031,791.016
708696.812,800.781
709507.359,810.547
710327.672,820.312
711108.922,781.25
711909.703,800.781
712710.484,800.781
713501.5,791.016
714312.047,810.547
715112.828,800.781
715903.844,791.016
716694.859,791.016
717485.875,791.016
718286.656,800.781
719077.672,791.016
719888.219,810.547
720669.469,781.25
721470.25,800.781
722251.5,781.25
723052.281,800.781
723843.297,791.016
724653.844,810.547
725454.625,800.781
726255.406,800.781
727046.422,791.016
727847.203,800.781
728647.984,800.781
729439,791.016
730239.781,800.781
731050.328,810.547
731841.344,791.016
732622.594,781.25
733423.375,800.781
734243.688,820.312
735024.938,781.25
735806.188,781.25
736597.203,791.016
737397.984,800.781
738189,791.016
738960.484,771.484
739751.5,791.016
740542.516,791.016
741343.297,800.781
742124.547,781.25
742925.328,800.781
743716.344,791.016
744487.828,771.484
745298.375,810.547
746069.859,771.484
746851.109,781.25
747642.125,791.016
748433.141,791.016
749214.391,781.25
750024.938,810.547
750796.422,771.484
751587.438,791.016
752388.219,800.781
753159.703,771.484
753950.719,791.016
754761.266,810.547
755542.516,781.25
756314,771.484
757124.547,810.547
757886.266,761.719
758687.047,800.781
759487.828,800.781
760259.312,771.484
761060.094,800.781
761870.641,810.547
762651.891,781.25
763433.141,781.25
764224.156,791.016
765015.172,791.016
765835.484,820.312
766616.734,781.25
767417.516,800.781
768208.531,791.016
768989.781,781.25
769780.797,791.016
770571.812,791.016
771362.828,791.016
772153.844,791.016
772944.859,791.016
773755.406,810.547
774546.422,791.016
775347.203,800.781
776128.453,781.25
776948.766,820.312
777739.781,791.016
778511.266,771.484
779321.812,810.547
780112.828,791.016
780903.844,791.016
781704.625,800.781
782495.641,791.016
783286.656,791.016
784077.672,791.016
784878.453,800.781
785659.703,781.25
786450.719,791.016
787251.5,800.781
788042.516,791.016
788833.531,791.016
789634.312,800.781
790435.094,800.781
791226.109,791.016
792036.656,810.547
792837.438,800.781
793638.219,800.781
794419.469,781.25
795220.25,800.781
796011.266,791.016
796812.047,800.781
797603.062,791.016
798403.844,800.781
799204.625,800.781
800005.406,800.781
800786.656,781.25
801587.438,800.781
802368.688,781.25
803159.703,791.016
803940.953,781.25
804722.203,781.25
805522.984,800.781
806314,791.016
807075.719,761.719
807866.734,791.016
808667.516,800.781
809448.766,781.25
810239.781,791.016
811040.562,800.781
811821.812,781.25
812622.594,800.781
813433.141,810.547
814194.859,761.719
814985.875,791.016
815776.891,791.016
816558.141,781.25
817368.688,810.547
818149.938,781.25
818931.188,781.25
819722.203,791.016
820513.219,791.016
821304.234,791.016
822095.25,791.016
822866.734,771.484
823667.516,800.781
824429.234,761.719
825220.25,791.016
826011.266,791.016
826792.516,781.25
827583.531,791.016
828374.547,791.016
829175.328,800.781
829966.344,791.016
830737.828,771.484
831528.844,791.016
832319.859,791.016
833101.109,781.25
833892.125,791.016
834653.844,761.719
835435.094,781.25
836226.109,791.016
836997.594,771.484
837778.844,781.25
838560.094,781.25
839341.344,781.25
840122.594,781.25
840933.141,810.547
841694.859,761.719
842476.109,781.25
843276.891,800.781
844058.141,781.25
844829.625,771.484
845630.406,800.781
846421.422,791.016
847192.906,771.484
847983.922,791.016
848755.406,771.484
849536.656,781.25
850317.906,781.25
851118.688,800.781
851919.469,800.781
852700.719,781.25
853481.969,781.25
854243.688,761.719
855034.703,791.016
855806.188,771.484
856567.906,761.719
857358.922,791.016
858140.172,781.25
858921.422,781.25
859722.203,800.781
860483.922,761.719
861274.938,791.016
862056.188,781.25
862837.438,781.25
863618.688,781.25
864399.938,781.25
865171.422,771.484
865962.438,791.016
866753.453,791.016
867544.469,791.016
868325.719,781.25
869097.203,771.484
869878.453,781.25
870659.703,781.25
871460.484,800.781
872251.5,791.016
873042.516,791.016
873794.469,751.953
874575.719,781.25
875356.969,781.25
876147.984,791.016
876929.234,781.25
877690.953,761.719
878462.438,771.484
879243.688,781.25
880054.234,810.547
880815.953,761.719
881606.969,791.016
882417.516,810.547
883189,771.484
883980.016,791.016
884771.031,791.016
885542.516,771.484
886343.297,800.781
887134.312,791.016
887935.094,800.781
888716.344,781.25
889517.125,800.781
890308.141,791.016
891089.391,781.25
891870.641,781.25
892671.422,800.781
893472.203,800.781
894253.453,781.25
895054.234,800.781
895835.484,781.25
896626.5,791.016
897427.281,800.781
898218.297,791.016
898989.781,771.484
899790.562,800.781
900571.812,781.25
901333.531,761.719
902124.547,791.016
902905.797,781.25
903706.578,800.781
904478.062,771.484
905249.547,771.484
906050.328,800.781
906851.109,800.781
907622.594,771.484
908403.844,781.25
909194.859,791.016
909995.641,800.781
910767.125,771.484
911567.906,800.781
912339.391,771.484
913140.172,800.781
913901.891,761.719
914702.672,800.781
915464.391,761.719
916265.172,800.781
917046.422,781.25
917847.203,800.781
918618.688,771.484
919419.469,800.781
920181.188,761.719
920962.438,781.25
921743.688,781.25
922534.703,791.016
923325.719,791.016
924116.734,791.016
924897.984,781.25
925698.766,800.781
926480.016,781.25
927251.5,771.484
928042.516,791.016
928843.297,800.781
929614.781,771.484
930405.797,791.016
931196.812,791.016
931978.062,781.25
932778.844,800.781
933579.625,800.781
934360.875,781.25
935142.125,781.25
935933.141,791.016
936733.922,800.781
937515.172,781.25
938296.422,781.25
939097.203,800.781
939868.688,771.484
940659.703,791.016
941450.719,791.016
942251.5,800.781
943032.75,781.25
943833.531,800.781
944634.312,800.781
945415.562,781.25
946216.344,800.781
947017.125,800.781
947808.141,791.016
948589.391,781.25
949399.938,810.547
950181.188,781.25
950981.969,800.781
951772.984,791.016
952554.234,781.25
953345.25,791.016
954126.5,781.25
954917.516,791.016
955698.766,781.25
956480.016,781.25
957271.031,791.016
958071.812,800.781
958853.062,781.25
959644.078,791.016
960435.094,791.016
961226.109,791.016
962017.125,791.016
962817.906,800.781
963599.156,781.25
964380.406,781.25
965171.422,791.016
965952.672,781.25
966724.156,771.484
967505.406,781.25
968296.422,791.016
969087.438,791.016
969868.688,781.25
970649.938,781.25
971460.484,810.547
972271.031,810.547
973062.047,791.016
973833.531,771.484
974624.547,791.016
975425.328,800.781
976226.109,800.781
976997.594,771.484
977788.609,791.016
978579.625,791.016
979370.641,791.016
980151.891,781.25
980933.141,781.25
981714.391,781.25
982505.406,791.016
983296.422,791.016
984087.438,791.016
984858.922,771.484
985649.938,791.016
986460.484,810.547
987241.734,781.25
988022.984,781.25
988804.234,781.25
989595.25,791.016
990366.734,771.484
991167.516,800.781
991948.766,781.25
992730.016,781.25
993521.031,791.016
994302.281,781.25
995112.828,810.547
995894.078,781.25
996694.859,800.781
997485.875,791.016
998286.656,800.781
999058.141,771.484
999839.391,781.25
1000591.344,751.953
1001382.359,791.016
1002153.844,771.484
1002925.328,771.484
1003706.578,781.25
1004497.594,791.016
1005278.844,781.25
1006050.328,771.484
1006841.344,791.016
1007622.594,781.25
1008423.375,800.781
1009214.391,791.016
1009995.641,781.25
1010776.891,781.25
1011567.906,791.016
1012358.922,791.016
1013149.938,791.016
1013950.719,800.781
1014741.734,791.016
1015522.984,781.25
1016294.469,771.484
1017075.719,781.25
1017866.734,791.016
1018657.75,791.016
1019439,781.25
1020210.484,771.484
1021001.5,791.016
1021763.219,761.719
1022534.703,771.484
1023325.719,791.016
1024097.203,771.484
1024878.453,781.25
1025669.469,791.016
1026460.484,791.016
1027241.734,781.25
1028022.984,781.25
1028823.766,800.781
1029595.25,771.484
1030396.031,800.781
1031147.984,751.953
1031929.234,781.25
1032710.484,781.25
1033501.5,791.016
1034282.75,781.25
1035073.766,791.016
1035864.781,791.016
1036655.797,791.016
1037437.047,781.25
1038189,751.953
1038989.781,800.781
1039761.266,771.484
1040532.75,771.484
1041314,781.25
1042105.016,791.016
1042876.5,771.484
1043657.75,781.25
1044439,781.25
1045230.016,791.016
1046001.5,771.484
1046782.75,781.25
1047564,781.25
1048364.781,800.781
1049116.734,751.953
1049907.75,791.016
1050669.469,761.719
1051470.25,800.781
1052241.734,771.484
1053022.984,781.25
1053814,791.016
1054605.016,791.016
1055376.5,771.484
1056157.75,781.25
1056929.234,771.484
1057710.484,781.25
1058481.969,771.484
1059253.453,771.484
1060034.703,781.25
1060796.422,761.719
1061587.438,791.016
1062358.922,771.484
1063149.938,791.016
1063901.891,751.953
1064702.672,800.781
1065454.625,751.953
1066245.641,791.016
1067046.422,800.781
1067827.672,781.25
1068618.688,791.016
1069409.703,791.016
1070181.188,771.484
1070981.969,800.781
1071753.453,771.484
1072564,810.547
1073355.016,791.016
1074146.031,791.016
1074937.047,791.016
1075718.297,781.25
1076509.312,791.016
1077290.562,781.25
1078081.578,791.016
1078862.828,781.25
1079663.609,800.781
1080454.625,791.016
1081245.641,791.016
1082036.656,791.016
1082817.906,781.25
1083618.688,800.781
1084390.172,771.484
1085181.188,791.016
1085962.438,781.25
1086743.688,781.25
1087544.469,800.781
1088325.719,781.25
1089087.438,761.719
1089888.219,800.781
1090679.234,791.016
1091470.25,791.016
1092271.031,800.781
1093052.281,781.25
1093853.062,800.781
1094644.078,791.016
1095435.094,791.016
1096226.109,791.016
1096997.594,771.484
1097769.078,771.484
1098560.094,791.016
1099360.875,800.781
1100132.359,771.484
1100933.141,800.781
1101724.156,791.016
1102524.938,800.781
1103296.422,771.484
1104077.672,781.25
1104888.219,810.547
1105669.469,781.25
1106470.25,800.781
1107231.969,761.719
1108022.984,791.016
1108823.766,800.781
1109585.484,761.719
1110366.734,781.25
1111177.281,810.547
1111968.297,791.016
1112730.016,761.719
1113521.031,791.016
1114302.281,781.25
1115093.297,791.016
1115894.078,800.781
1116694.859,800.781
1117485.875,791.016
1118276.891,791.016
1119058.141,781.25
1119858.922,800.781
1120620.641,761.719
1121421.422,800.781
1122183.141,761.719
1122954.625,771.484
1123735.875,781.25
1124517.125,781.25
1125308.141,791.016
1126079.625,771.484
1126880.406,800.781
1127651.891,771.484
1128433.141,781.25
1129214.391,781.25
1129985.875,771.484
1130776.891,791.016
1131548.375,771.484
1132329.625,781.25
1133120.641,791.016
1133911.656,791.016
1134673.375,761.719
1135444.859,771.484
1136226.109,781.25
1136997.594,771.484
1137788.609,791.016
1138579.625,791.016
1139390.172,810.547
1140171.422,781.25
1140962.438,791.016
1141763.219,800.781
1142554.234,791.016
1143355.016,800.781
1144155.797,800.781
1144946.812,791.016
1145728.062,781.25
1146528.844,800.781
1147339.391,810.547
1148110.875,771.484
1148921.422,810.547
1149722.203,800.781
1150513.219,791.016
1151294.469,781.25
1152095.25,800.781
1152876.5,781.25
1153677.281,800.781
1154468.297,791.016
1155239.781,771.484
1156040.562,800.781
1156831.578,791.016
1157612.828,781.25
1158394.078,781.25
1159175.328,781.25
1159966.344,791.016
1160728.062,761.719
1161519.078,791.016
1162290.562,771.484
1163071.812,781.25
1163872.594,800.781
1164653.844,781.25
1165435.094,781.25
1166226.109,791.016
1167017.125,791.016
1167808.141,791.016
1168589.391,781.25
1169399.938,810.547
1170171.422,771.484
1170962.438,791.016
1171743.688,781.25
1172544.469,800.781
1173345.25,800.781
1174136.266,791.016
1174937.047,800.781
1175718.297,781.25
1176499.547,781.25
1177280.797,781.25
1178062.047,781.25
1178843.297,781.25
1179634.312,791.016
1180444.859,810.547
1181235.875,791.016
1182036.656,800.781
1182827.672,791.016
1183628.453,800.781
1184419.469,791.016
1185210.484,791.016
1186001.5,791.016
1186792.516,791.016
1187573.766,781.25
1188364.781,791.016
1189155.797,791.016
1189937.047,781.25
1190747.594,810.547
1191528.844,781.25
1192319.859,791.016
1193110.875,791.016
1193892.125,781.25
1194702.672,810.547
1195493.688,791.016
1196284.703,791.016
1197085.484,800.781
1197876.5,791.016
1198667.516,791.016
1199468.297,800.781
1200259.312,791.016
1201040.562,781.25
1201841.344,800.781
1202632.359,791.016
1203433.141,800.781
1204214.391,781.25
1205005.406,791.016
1205825.719,820.312
1206606.969,781.25
1207397.984,791.016
1208198.766,800.781
1208970.25,771.484
1209761.266,791.016
1210542.516,781.25
1211333.531,791.016
1212124.547,791.016
1212905.797,781.25
1213687.047,781.25
1214468.297,781.25
1215249.547,781.25
1216030.797,781.25
1216821.812,791.016
1217603.062,781.25
1218394.078,791.016
1219175.328,781.25
1219966.344,791.016
1220737.828,771.484
1221538.609,800.781
1222319.859,781.25
1223120.641,800.781
1223901.891,781.25
1224683.141,781.25
1225454.625,771.484
1226235.875,781.25
1227007.359,771.484
1227788.609,781.25
1228579.625,791.016
1229341.344,761.719
1230122.594,781.25
1230913.609,791.016
1231675.328,761.719
1232456.578,781.25
1233237.828,781.25
1234019.078,781.25
1234790.562,771.484
1235591.344,800.781
1236362.828,771.484
1237134.312,771.484
1237935.094,800.781
1238726.109,791.016
1239517.125,791.016
1240288.609,771.484
1241069.859,781.25
1241841.344,771.484
1242622.594,781.25
1243423.375,800.781
1244194.859,771.484
1244966.344,771.484
1245747.594,781.25
1246538.609,791.016
1247310.094,771.484
1248081.578,771.484
1248882.359,800.781
1249644.078,761.719
1250435.094,791.016
1251216.344,781.25
1251997.594,781.25
1252778.844,781.25
1253569.859,791.016
1254341.344,771.484
1255132.359,791.016
1255913.609,781.25
1256685.094,771.484
1257456.578,771.484
1258257.359,800.781
1259038.609,781.25
1259829.625,791.016
1260610.875,781.25
