# StartTime: 2016/03/14 18:18:53
timestamp.ms,rr.interval.s
597123.7700195313,0.46
597583.7700195313,0.452
598035.7700195313,0.449
598484.7700195313,0.453
598937.7700195313,0.456
599393.7700195313,0.45
599843.7700195313,0.459
600302.7700195313,0.456
600758.7700195313,0.446
601204.7700195313,0.451
601655.7700195313,0.455
602110.7700195313,0.465
602575.7700195313,0.453
603028.7700195313,0.448
603476.7700195313,0.472
603948.7700195313,0.904
604852.7700195313,0.46
605312.7700195313,0.461
605773.7700195313,0.449
606222.7700195313,0.454
606676.7700195313,0.455
607131.7700195313,0.467
607598.7700195313,0.459
608057.7700195313,0.454
608511.7700195313,0.451
608962.7700195313,0.457
609419.7700195313,0.453
609872.7700195313,0.472
610344.7700195313,0.45
610794.7700195313,0.451
611245.7700195313,0.448
611693.7700195313,0.456
612149.7700195313,0.454
612603.7700195313,0.453
613056.7700195313,0.463
613519.7700195313,0.453
613972.7700195313,0.45
614422.7700195313,0.456
614878.7700195313,0.455
615333.7700195313,0.462
615795.7700195313,0.462
616257.7700195313,0.453
616710.7700195313,0.452
617162.7700195313,0.451
617613.7700195313,0.458
618071.7700195313,0.449
618520.7700195313,0.46
618980.7700195313,0.463
619443.7700195313,0.449
619892.7700195313,0.453
620345.7700195313,0.457
620802.7700195313,0.462
621264.7700195313,0.451
621715.7700195313,0.456
622171.7700195313,0.451
622622.7700195313,0.452
623074.7700195313,0.459
623533.7700195313,0.457
623990.7700195313,0.466
624456.7700195313,0.454
624910.7700195313,0.456
625366.7700195313,0.461
625827.7700195313,0.452
626279.7700195313,0.464
626743.7700195313,0.464
627207.7700195313,0.462
627669.7700195313,0.457
628126.7700195313,0.457
628583.7700195313,0.461
629044.7700195313,0.455
629499.7700195313,0.465
629964.7700195313,0.467
630431.7700195313,0.453
630884.7700195313,0.459
631343.7700195313,0.471
631814.7700195313,0.475
632289.7700195313,0.451
632740.7700195313,0.462
633202.7700195313,0.476
633678.7700195313,0.452
634130.7700195313,0.469
634599.7700195313,0.47
635069.7700195313,0.467
635536.7700195313,0.455
635991.7700195313,0.462
636453.7700195313,0.483
636936.7700195313,0.452
637388.7700195313,0.466
637854.7700195313,0.465
638319.7700195313,0.468
638787.7700195313,0.45
639237.7700195313,0.458
639695.7700195313,0.485
640180.7700195313,0.448
640628.7700195313,0.449
641077.7700195313,0.458
641535.7700195313,0.456
641991.7700195313,0.458
642449.7700195313,0.461
642910.7700195313,0.464
643374.7700195313,0.459
643833.7700195313,0.453
644286.7700195313,0.461
644747.7700195313,0.919
645666.7700195313,0.466
646132.7700195313,0.46
646592.7700195313,0.454
647046.7700195313,0.455
647501.7700195313,0.457
647958.7700195313,0.456
648414.7700195313,0.463
648877.7700195313,0.466
649343.7700195313,0.453
649796.7700195313,0.455
650251.7700195313,0.454
650705.7700195313,0.477
651182.7700195313,0.447
651629.7700195313,0.461
652090.7700195313,0.465
652555.7700195313,0.452
653007.7700195313,0.456
653463.7700195313,0.465
653928.7700195313,0.462
654390.7700195313,0.452
654842.7700195313,0.463
655305.7700195313,0.461
655766.7700195313,0.45
656216.7700195313,0.453
656669.7700195313,0.467
657136.7700195313,0.457
657593.7700195313,0.451
658044.7700195313,0.462
658506.7700195313,0.456
658962.7700195313,0.451
659413.7700195313,0.453
659866.7700195313,0.458
660324.7700195313,0.475
660799.7700195313,0.447
661246.7700195313,0.458
661704.7700195313,0.459
662163.7700195313,0.451
662614.7700195313,0.457
663071.7700195313,0.458
663529.7700195313,0.465
663994.7700195313,0.456
664450.7700195313,0.449
664899.7700195313,0.455
665354.7700195313,0.454
665808.7700195313,0.455
666263.7700195313,0.454
666717.7700195313,0.459
667176.7700195313,0.455
667631.7700195313,0.442
668073.7700195313,0.459
668532.7700195313,0.905
669437.7700195313,0.456
669893.7700195313,0.46
670353.7700195313,0.454
670807.7700195313,0.45
671257.7700195313,0.454
671711.7700195313,0.451
672162.7700195313,0.462
672624.7700195313,0.458
673082.7700195313,0.456
673538.7700195313,0.45
673988.7700195313,0.453
674441.7700195313,0.455
674896.7700195313,0.451
675347.7700195313,0.465
675812.7700195313,0.464
676276.7700195313,0.459
676735.7700195313,0.453
677188.7700195313,0.456
677644.7700195313,0.466
678110.7700195313,0.457
678567.7700195313,0.463
679030.7700195313,0.469
679499.7700195313,0.453
679952.7700195313,0.46
680412.7700195313,0.472
680884.7700195313,0.466
681350.7700195313,0.453
681803.7700195313,0.462
682265.7700195313,0.458
682723.7700195313,0.456
683179.7700195313,0.463
683642.7700195313,0.461
684103.7700195313,0.485
684588.7700195313,0.449
685037.7700195313,0.455
685492.7700195313,0.479
685971.7700195313,0.917
686888.7700195313,0.467
687355.7700195313,0.464
687819.7700195313,0.454
688273.7700195313,0.46
688733.7700195313,0.462
689195.7700195313,0.473
689668.7700195313,0.458
690126.7700195313,0.461
690587.7700195313,0.487
691074.7700195313,0.446
691520.7700195313,0.462
691982.7700195313,0.476
692458.7700195313,0.452
692910.7700195313,0.472
693382.7700195313,0.471
693853.7700195313,0.465
694318.7700195313,0.46
694778.7700195313,0.463
695241.7700195313,0.489
695730.7700195313,0.451
696181.7700195313,0.471
696652.7700195313,0.492
697144.7700195313,0.446
697590.7700195313,0.464
698054.7700195313,0.477
698531.7700195313,0.476
699007.7700195313,0.455
699462.7700195313,0.467
699929.7700195313,0.467
700396.7700195313,0.469
700865.7700195313,0.453
701318.7700195313,0.473
701791.7700195313,0.476
702267.7700195313,0.455
702722.7700195313,0.465
703187.7700195313,0.46
703647.7700195313,0.48
704127.7700195313,0.46
704587.7700195313,0.471
705058.7700195313,0.497
705555.7700195313,0.461
706016.7700195313,0.958
706974.7700195313,0.461
707435.7700195313,0.477
707912.7700195313,0.501
708413.7700195313,0.471
708884.7700195313,0.476
709360.7700195313,0.477
709837.7700195313,0.485
710322.7700195313,0.462
710784.7700195313,0.481
711265.7700195313,0.474
711739.7700195313,0.462
712201.7700195313,0.485
712686.7700195313,0.497
713183.7700195313,0.454
713637.7700195313,0.467
714104.7700195313,0.481
714585.7700195313,0.479
715064.7700195313,0.46
715524.7700195313,0.473
715997.7700195313,0.938
716935.7700195313,0.474
717409.7700195313,0.488
717897.7700195313,0.464
718361.7700195313,0.463
718824.7700195313,0.486
719310.7700195313,0.479
719789.7700195313,0.463
720252.7700195313,0.479
720731.7700195313,0.493
721224.7700195313,0.935
722159.7700195313,0.49
722649.7700195313,0.472
723121.7700195313,0.471
723592.7700195313,0.488
724080.7700195313,0.485
724565.7700195313,0.47
725035.7700195313,0.5
725535.7700195313,0.481
726016.7700195313,0.48
726496.7700195313,0.492
726988.7700195313,0.492
727480.7700195313,0.488
727968.7700195313,0.482
728450.7700195313,0.486
728936.7700195313,0.498
729434.7700195313,0.48
729914.7700195313,0.494
730408.7700195313,0.49
730898.7700195313,0.487
731385.7700195313,0.499
731884.7700195313,0.246
732130.7700195313,0.247
732377.7700195313,0.969
733346.7700195313,0.49
733836.7700195313,0.48
734316.7700195313,0.493
734809.7700195313,0.489
735298.7700195313,0.497
735795.7700195313,0.309
736104.7700195313,0.185
736289.7700195313,0.485
736774.7700195313,0.49
737264.7700195313,0.992
738256.7700195313,0.494
738750.7700195313,0.488
739238.7700195313,0.484
739722.7700195313,0.497
740219.7700195313,0.487
740706.7700195313,0.472
741178.7700195313,0.49
741668.7700195313,0.485
742153.7700195313,0.495
742648.7700195313,0.965
743613.7700195313,0.489
744102.7700195313,0.479
744581.7700195313,0.479
745060.7700195313,0.492
745552.7700195313,0.478
746030.7700195313,0.496
746526.7700195313,0.491
747017.7700195313,0.47
747487.7700195313,0.493
747980.7700195313,0.501
748481.7700195313,0.475
748956.7700195313,0.497
749453.7700195313,0.49
749943.7700195313,0.477
750420.7700195313,0.492
750912.7700195313,0.499
751411.7700195313,0.474
751885.7700195313,0.505
752390.7700195313,0.495
752885.7700195313,0.469
753354.7700195313,0.491
753845.7700195313,0.471
754316.7700195313,0.499
754815.7700195313,0.234
755049.7700195313,0.234
755283.7700195313,0.477
755760.7700195313,0.49
756250.7700195313,0.464
756714.7700195313,0.482
757196.7700195313,0.478
757674.7700195313,0.473
758147.7700195313,0.477
758624.7700195313,0.48
759104.7700195313,0.481
759585.7700195313,0.47
760055.7700195313,0.474
760529.7700195313,0.482
761011.7700195313,0.473
761484.7700195313,0.477
761961.7700195313,1.429
763390.7700195313,0.477
763867.7700195313,0.481
764348.7700195313,0.174
764522.7700195313,0.293
764815.7700195313,0.954
765769.7700195313,0.469
766238.7700195313,0.478
766716.7700195313,0.473
767189.7700195313,0.471
767660.7700195313,0.48
768140.7700195313,0.957
769097.7700195313,0.467
769564.7700195313,0.949
770513.7700195313,0.471
770984.7700195313,0.482
771466.7700195313,0.941
772407.7700195313,0.481
772888.7700195313,0.95
773838.7700195313,0.466
774304.7700195313,0.468
774772.7700195313,0.475
775247.7700195313,0.465
775712.7700195313,0.474
776186.7700195313,0.228
776414.7700195313,0.246
776660.7700195313,0.46
777120.7700195313,0.467
777587.7700195313,0.472
778059.7700195313,0.472
778531.7700195313,0.467
778998.7700195313,0.459
779457.7700195313,0.462
779919.7700195313,0.465
780384.7700195313,0.475
780859.7700195313,0.47
781329.7700195313,0.466
781795.7700195313,0.462
782257.7700195313,0.47
782727.7700195313,0.464
783191.7700195313,0.943
784134.7700195313,0.467
784601.7700195313,0.463
785064.7700195313,0.467
785531.7700195313,0.941
786472.7700195313,0.465
786937.7700195313,0.46
787397.7700195313,0.154
787551.7700195313,0.307
787858.7700195313,0.934
788792.7700195313,0.465
789257.7700195313,0.468
789725.7700195313,1.391
791116.7700195313,0.468
791584.7700195313,0.461
792045.7700195313,0.467
792512.7700195313,0.461
792973.7700195313,0.46
793433.7700195313,0.473
793906.7700195313,0.476
794382.7700195313,0.458
794840.7700195313,0.467
795307.7700195313,0.464
795771.7700195313,0.479
796250.7700195313,0.457
796707.7700195313,0.478
797185.7700195313,0.459
797644.7700195313,0.469
798113.7700195313,0.458
798571.7700195313,0.459
799030.7700195313,0.473
799503.7700195313,0.462
799965.7700195313,0.47
800435.7700195313,0.468
800903.7700195313,0.46
801363.7700195313,0.475
801838.7700195313,0.457
802295.7700195313,0.935
803230.7700195313,0.47
803700.7700195313,0.469
804169.7700195313,0.457
804626.7700195313,0.928
805554.7700195313,0.467
806021.7700195313,0.921
806942.7700195313,0.472
807414.7700195313,0.107
807521.7700195313,0.356
807877.7700195313,0.465
808342.7700195313,0.464
808806.7700195313,0.167
808973.7700195313,0.293
809266.7700195313,0.477
809743.7700195313,0.46
810203.7700195313,0.464
810667.7700195313,0.466
811133.7700195313,0.202
811335.7700195313,0.264
811599.7700195313,0.477
812076.7700195313,0.453
812529.7700195313,0.391
812920.7700195313,0.079
812999.7700195313,0.365
813364.7700195313,0.104
813468.7700195313,0.462
813930.7700195313,0.48
814410.7700195313,0.162
814572.7700195313,0.292
814864.7700195313,0.935
815799.7700195313,0.298
816097.7700195313,0.163
816260.7700195313,0.465
816725.7700195313,0.453
817178.7700195313,1.393
818571.7700195313,0.471
819042.7700195313,0.461
819503.7700195313,0.467
819970.7700195313,0.474
820444.7700195313,0.46
820904.7700195313,0.484
821388.7700195313,0.232
821620.7700195313,0.236
821856.7700195313,0.491
822347.7700195313,0.458
822805.7700195313,0.494
823299.7700195313,0.468
823767.7700195313,0.205
823972.7700195313,0.262
824234.7700195313,1.449
825683.7700195313,0.461
826144.7700195313,0.49
826634.7700195313,0.462
827096.7700195313,0.495
827591.7700195313,0.466
828057.7700195313,0.465
828522.7700195313,0.47
828992.7700195313,0.49
829482.7700195313,0.479
829961.7700195313,0.46
830421.7700195313,0.471
830892.7700195313,0.478
831370.7700195313,0.459
831829.7700195313,0.49
832319.7700195313,0.465
832784.7700195313,0.465
833249.7700195313,0.483
833732.7700195313,0.456
834188.7700195313,0.472
834660.7700195313,0.492
835152.7700195313,0.454
835606.7700195313,0.17
835776.7700195313,0.31
836086.7700195313,0.468
836554.7700195313,0.463
837017.7700195313,0.471
837488.7700195313,0.466
837954.7700195313,0.464
838418.7700195313,0.478
838896.7700195313,0.467
839363.7700195313,0.464
839827.7700195313,0.481
840308.7700195313,0.454
840762.7700195313,0.948
841710.7700195313,0.493
842203.7700195313,0.946
843149.7700195313,0.96
844109.7700195313,0.469
844578.7700195313,0.479
845057.7700195313,0.88
845937.7700195313,0.552
846489.7700195313,0.466
846955.7700195313,1.917
848872.7700195313,0.461
849333.7700195313,0.481
849814.7700195313,0.58
850394.7700195313,0.261
850655.7700195313,0.1
850755.7700195313,0.344
851099.7700195313,0.584
851683.7700195313,0.479
852162.7700195313,0.455
852617.7700195313,0.944
853561.7700195313,0.459
854020.7700195313,0.473
854493.7700195313,0.454
854947.7700195313,0.931
855878.7700195313,0.262
856140.7700195313,0.38
856520.7700195313,0.646
857166.7700195313,0.094
857260.7700195313,0.463
857723.7700195313,0.328
858051.7700195313,1.072
859123.7700195313,0.186
859309.7700195313,0.283
859592.7700195313,0.94
860532.7700195313,0.478
861010.7700195313,0.459
861469.7700195313,0.47
861939.7700195313,0.944
862883.7700195313,0.475
863358.7700195313,0.933
864291.7700195313,0.558
864849.7700195313,0.379
865228.7700195313,0.473
865701.7700195313,0.929
866630.7700195313,0.766
867396.7700195313,0.177
867573.7700195313,0.493
868066.7700195313,0.455
868521.7700195313,0.481
869002.7700195313,0.94
869942.7700195313,0.498
870440.7700195313,0.947
871387.7700195313,0.943
872330.7700195313,0.493
872823.7700195313,0.962
873785.7700195313,0.467
874252.7700195313,0.47
874722.7700195313,0.469
875191.7700195313,0.756
875947.7700195313,0.199
876146.7700195313,0.391
876537.7700195313,0.536
877073.7700195313,0.481
877554.7700195313,0.21
877764.7700195313,0.251
878015.7700195313,0.47
878485.7700195313,0.491
878976.7700195313,0.455
879431.7700195313,0.488
879919.7700195313,0.477
880396.7700195313,0.098
880494.7700195313,0.373
880867.7700195313,0.271
881138.7700195313,0.232
881370.7700195313,0.147
881517.7700195313,0.329
881846.7700195313,0.487
882333.7700195313,0.48
882813.7700195313,0.481
883294.7700195313,0.201
883495.7700195313,0.3
883795.7700195313,0.472
884267.7700195313,0.513
884780.7700195313,0.355
885135.7700195313,0.124
885259.7700195313,0.18
885439.7700195313,0.817
886256.7700195313,0.453
886709.7700195313,0.538
887247.7700195313,0.485
887732.7700195313,0.488
888220.7700195313,0.496
888716.7700195313,0.302
889018.7700195313,0.196
889214.7700195313,0.485
889699.7700195313,0.49
890189.7700195313,0.489
890678.7700195313,0.295
890973.7700195313,0.195
891168.7700195313,0.481
891649.7700195313,0.501
892150.7700195313,0.495
892645.7700195313,0.479
893124.7700195313,0.501
893625.7700195313,0.138
893763.7700195313,0.346
894109.7700195313,0.986
895095.7700195313,0.497
895592.7700195313,0.483
896075.7700195313,0.172
896247.7700195313,0.324
896571.7700195313,0.476
897047.7700195313,0.508
897555.7700195313,0.282
897837.7700195313,0.2
898037.7700195313,0.59
898627.7700195313,0.381
899008.7700195313,0.499
899507.7700195313,0.483
899990.7700195313,1.445
901435.7700195313,0.496
901931.7700195313,0.968
902899.7700195313,0.97
903869.7700195313,0.464
904333.7700195313,0.494
904827.7700195313,0.475
905302.7700195313,0.481
905783.7700195313,0.473
906256.7700195313,0.493
906749.7700195313,0.464
907213.7700195313,0.487
907700.7700195313,0.969
908669.7700195313,0.165
908834.7700195313,0.306
909140.7700195313,0.477
909617.7700195313,0.505
910122.7700195313,0.24
910362.7700195313,0.225
910587.7700195313,0.164
910751.7700195313,0.329
911080.7700195313,0.471
911551.7700195313,0.487
912038.7700195313,0.481
912519.7700195313,0.475
912994.7700195313,0.496
913490.7700195313,0.446
913936.7700195313,0.027
913963.7700195313,0.503
914466.7700195313,0.959
915425.7700195313,0.472
915897.7700195313,0.485
916382.7700195313,0.314
916696.7700195313,0.182
916878.7700195313,0.981
917859.7700195313,0.968
918827.7700195313,0.476
919303.7700195313,0.498
919801.7700195313,0.502
920303.7700195313,0.47
920773.7700195313,0.641
921414.7700195313,0.357
921771.7700195313,0.502
922273.7700195313,0.361
922634.7700195313,0.622
923256.7700195313,0.977
924233.7700195313,0.502
924735.7700195313,0.475
925210.7700195313,0.508
925718.7700195313,0.476
926194.7700195313,0.491
926685.7700195313,0.482
927167.7700195313,0.473
927640.7700195313,0.501
928141.7700195313,0.281
928422.7700195313,0.677
929099.7700195313,0.469
929568.7700195313,0.963
930531.7700195313,0.185
930716.7700195313,0.281
930997.7700195313,0.473
931470.7700195313,0.473
931943.7700195313,0.473
932416.7700195313,0.477
932893.7700195313,0.189
933082.7700195313,0.278
933360.7700195313,0.942
934302.7700195313,0.359
934661.7700195313,0.108
934769.7700195313,0.481
935250.7700195313,0.465
935715.7700195313,0.468
936183.7700195313,0.476
936659.7700195313,0.466
937125.7700195313,0.472
937597.7700195313,0.467
938064.7700195313,0.46
938524.7700195313,0.467
938991.7700195313,0.463
939454.7700195313,0.47
939924.7700195313,0.471
940395.7700195313,0.459
940854.7700195313,0.468
941322.7700195313,0.464
941786.7700195313,0.475
942261.7700195313,0.478
942739.7700195313,0.931
943670.7700195313,0.465
944135.7700195313,0.475
944610.7700195313,0.477
945087.7700195313,0.463
945550.7700195313,0.487
946037.7700195313,0.454
946491.7700195313,0.473
946964.7700195313,0.469
947433.7700195313,0.467
947900.7700195313,0.463
948363.7700195313,0.467
948830.7700195313,0.464
949294.7700195313,0.933
950227.7700195313,0.466
950693.7700195313,0.461
951154.7700195313,0.464
951618.7700195313,0.466
952084.7700195313,0.474
952558.7700195313,0.467
953025.7700195313,0.465
953490.7700195313,0.459
953949.7700195313,0.202
954151.7700195313,0.4
954551.7700195313,0.336
954887.7700195313,0.456
955343.7700195313,0.472
955815.7700195313,0.462
956277.7700195313,0.458
956735.7700195313,0.471
957206.7700195313,0.464
957670.7700195313,0.463
958133.7700195313,0.463
958596.7700195313,0.455
959051.7700195313,0.913
959964.7700195313,0.473
960437.7700195313,0.454
960891.7700195313,0.459
961350.7700195313,0.455
961805.7700195313,0.454
962259.7700195313,0.461
962720.7700195313,0.927
963647.7700195313,0.459
964106.7700195313,0.453
964559.7700195313,0.455
965014.7700195313,0.458
965472.7700195313,0.461
965933.7700195313,0.46
966393.7700195313,0.458
966851.7700195313,0.192
967043.7700195313,0.264
967307.7700195313,0.45
967757.7700195313,0.456
968213.7700195313,0.458
968671.7700195313,0.464
969135.7700195313,0.462
969597.7700195313,0.452
970049.7700195313,0.917
970966.7700195313,0.471
971437.7700195313,0.465
971902.7700195313,0.46
972362.7700195313,0.18
972542.7700195313,0.288
972830.7700195313,0.459
973289.7700195313,0.495
973784.7700195313,0.458
974242.7700195313,0.464
974706.7700195313,0.488
975194.7700195313,0.452
975646.7700195313,0.473
976119.7700195313,0.487
976606.7700195313,0.458
977064.7700195313,0.47
977534.7700195313,0.667
978201.7700195313,0.287
978488.7700195313,0.461
978949.7700195313,0.473
979422.7700195313,0.494
979916.7700195313,0.45
980366.7700195313,0.481
980847.7700195313,0.469
981316.7700195313,0.461
981777.7700195313,0.487
982264.7700195313,0.471
982735.7700195313,1.407
984142.7700195313,0.47
984612.7700195313,0.486
985098.7700195313,0.136
985234.7700195313,0.341
985575.7700195313,0.941
986516.7700195313,0.496
987012.7700195313,0.458
987470.7700195313,0.961
988431.7700195313,0.48
988911.7700195313,0.491
989402.7700195313,0.961
990363.7700195313,0.461
990824.7700195313,0.499
991323.7700195313,0.461
991784.7700195313,0.485
992269.7700195313,0.976
993245.7700195313,0.96
994205.7700195313,0.484
994689.7700195313,0.471
995160.7700195313,0.506
995666.7700195313,0.464
996130.7700195313,0.503
996633.7700195313,0.466
997099.7700195313,0.981
998080.7700195313,0.483
998563.7700195313,0.491
999054.7700195313,0.461
999515.7700195313,0.496
1000011.7700195313,0.458
1000469.7700195313,0.485
1000954.7700195313,0.49
1001444.7700195313,0.461
1001905.7700195313,0.484
1002389.7700195313,0.46
1002849.7700195313,0.961
1003810.7700195313,0.468
1004278.7700195313,0.492
1004770.7700195313,0.462
1005232.7700195313,0.961
1006193.7700195313,0.473
1006666.7700195313,0.492
1007158.7700195313,0.465
1007623.7700195313,0.481
1008104.7700195313,0.472
1008576.7700195313,0.474
1009050.7700195313,0.494
1009544.7700195313,0.469
1010013.7700195313,0.485
1010498.7700195313,0.488
1010986.7700195313,0.481
1011467.7700195313,0.481
1011948.7700195313,0.469
1012417.7700195313,0.476
1012893.7700195313,0.488
1013381.7700195313,0.467
1013848.7700195313,0.96
1014808.7700195313,0.469
1015277.7700195313,0.491
1015768.7700195313,0.462
1016230.7700195313,0.49
1016720.7700195313,0.46
1017180.7700195313,0.469
1017649.7700195313,0.486
1018135.7700195313,0.458
1018593.7700195313,0.472
1019065.7700195313,0.476
1019541.7700195313,0.465
1020006.7700195313,0.467
1020473.7700195313,0.47
1020943.7700195313,0.469
1021412.7700195313,0.477
1021889.7700195313,0.466
1022355.7700195313,0.468
1022823.7700195313,0.48
1023303.7700195313,0.472
1023775.7700195313,0.471
1024246.7700195313,0.468
1024714.7700195313,0.937
1025651.7700195313,0.466
1026117.7700195313,0.468
1026585.7700195313,0.187
1026772.7700195313,0.275
1027047.7700195313,0.467
1027514.7700195313,1.4
1028914.7700195313,0.461
1029375.7700195313,0.462
1029837.7700195313,0.456
1030293.7700195313,0.463
1030756.7700195313,0.462
1031218.7700195313,0.461
1031679.7700195313,0.456
1032135.7700195313,0.459
1032594.7700195313,0.461
1033055.7700195313,0.469
1033524.7700195313,0.462
1033986.7700195313,0.463
1034449.7700195313,0.459
1034908.7700195313,0.931
1035839.7700195313,0.465
1036304.7700195313,0.462
1036766.7700195313,0.46
1037226.7700195313,0.928
1038154.7700195313,0.466
1038620.7700195313,0.467
1039087.7700195313,0.464
1039551.7700195313,0.46
1040011.7700195313,0.469
1040480.7700195313,0.464
1040944.7700195313,0.47
1041414.7700195313,0.465
1041879.7700195313,0.464
1042343.7700195313,0.494
1042837.7700195313,0.359
1043196.7700195313,0.1
1043296.7700195313,0.468
1043764.7700195313,0.468
1044232.7700195313,0.464
1044696.7700195313,0.473
1045169.7700195313,0.477
1045646.7700195313,0.469
1046115.7700195313,0.467
1046582.7700195313,0.463
1047045.7700195313,0.496
1047541.7700195313,0.362
1047903.7700195313,0.096
1047999.7700195313,0.466
1048465.7700195313,0.464
1048929.7700195313,0.468
1049397.7700195313,0.493
1049890.7700195313,0.931
1050821.7700195313,0.463
1051284.7700195313,0.489
1051773.7700195313,0.462
1052235.7700195313,0.468
1052703.7700195313,0.476
1053179.7700195313,0.463
1053642.7700195313,0.488
1054130.7700195313,0.459
1054589.7700195313,0.479
1055068.7700195313,0.472
1055540.7700195313,0.491
1056031.7700195313,0.478
1056509.7700195313,0.463
1056972.7700195313,0.48
1057452.7700195313,0.469
1057921.7700195313,0.124
1058045.7700195313,0.37
1058415.7700195313,0.468
1058883.7700195313,0.486
1059369.7700195313,0.498
1059867.7700195313,0.463
1060330.7700195313,0.504
1060834.7700195313,0.471
1061305.7700195313,0.473
1061778.7700195313,0.503
1062281.7700195313,0.482
1062763.7700195313,0.497
1063260.7700195313,0.466
1063726.7700195313,0.967
1064693.7700195313,0.501
1065194.7700195313,0.465
1065659.7700195313,0.498
1066157.7700195313,0.466
1066623.7700195313,0.504
1067127.7700195313,0.468
1067595.7700195313,0.488
1068083.7700195313,0.484
1068567.7700195313,0.964
1069531.7700195313,0.471
1070002.7700195313,0.475
1070477.7700195313,0.47
1070947.7700195313,0.954
1071901.7700195313,0.472
1072373.7700195313,0.469
1072842.7700195313,0.496
1073338.7700195313,0.374
1073712.7700195313,0.089
1073801.7700195313,0.47
1074271.7700195313,0.485
1074756.7700195313,0.476
1075232.7700195313,0.467
1075699.7700195313,0.474
1076173.7700195313,0.475
1076648.7700195313,0.468
1077116.7700195313,0.468
1077584.7700195313,0.483
1078067.7700195313,0.471
1078538.7700195313,0.469
1079007.7700195313,0.49
1079497.7700195313,0.473
1079970.7700195313,0.465
1080435.7700195313,0.472
1080907.7700195313,0.478
1081385.7700195313,0.467
1081852.7700195313,0.491
1082343.7700195313,0.469
1082812.7700195313,0.5
1083312.7700195313,0.459
1083771.7700195313,0.497
1084268.7700195313,0.461
1084729.7700195313,0.499
1085228.7700195313,0.466
1085694.7700195313,0.472
1086166.7700195313,0.493
1086659.7700195313,0.471
1087130.7700195313,0.504
1087634.7700195313,0.466
1088100.7700195313,0.493
1088593.7700195313,0.465
1089058.7700195313,0.497
1089555.7700195313,0.465
1090020.7700195313,0.473
1090493.7700195313,0.494
1090987.7700195313,0.464
1091451.7700195313,0.478
1091929.7700195313,0.479
1092408.7700195313,0.465
1092873.7700195313,0.49
1093363.7700195313,0.467
1093830.7700195313,0.946
1094776.7700195313,0.493
1095269.7700195313,0.948
1096217.7700195313,0.503
1096720.7700195313,0.457
1097177.7700195313,0.493
1097670.7700195313,0.462
1098132.7700195313,0.498
1098630.7700195313,0.464
1099094.7700195313,0.484
1099578.7700195313,0.462
1100040.7700195313,0.471
1100511.7700195313,0.49
1101001.7700195313,0.467
1101468.7700195313,0.481
1101949.7700195313,0.077
1102026.7700195313,0.387
1102413.7700195313,0.479
1102892.7700195313,0.477
1103369.7700195313,0.47
1103839.7700195313,0.478
1104317.7700195313,0.457
1104774.7700195313,0.467
1105241.7700195313,0.468
1105709.7700195313,0.467
1106176.7700195313,0.458
1106634.7700195313,0.461
1107095.7700195313,0.459
1107554.7700195313,0.486
1108040.7700195313,0.452
1108492.7700195313,0.459
1108951.7700195313,0.459
1109410.7700195313,0.926
1110336.7700195313,0.468
1110804.7700195313,0.463
1111267.7700195313,0.461
1111728.7700195313,0.467
1112195.7700195313,0.463
1112658.7700195313,0.467
1113125.7700195313,0.471
1113596.7700195313,0.465
1114061.7700195313,0.462
1114523.7700195313,0.465
1114988.7700195313,0.467
1115455.7700195313,0.469
1115924.7700195313,0.472
1116396.7700195313,0.479
1116875.7700195313,0.456
1117331.7700195313,0.467
1117798.7700195313,0.498
1118296.7700195313,0.918
1119214.7700195313,0.485
1119699.7700195313,0.458
1120157.7700195313,0.489
1120646.7700195313,0.453
1121099.7700195313,0.467
1121566.7700195313,0.462
1122028.7700195313,0.479
1122507.7700195313,0.481
1122988.7700195313,0.459
1123447.7700195313,0.467
1123914.7700195313,0.49
1124404.7700195313,0.476
1124880.7700195313,0.463
1125343.7700195313,0.472
1125815.7700195313,0.489
1126304.7700195313,0.46
1126764.7700195313,0.487
1127251.7700195313,0.469
1127720.7700195313,0.482
1128202.7700195313,0.469
1128671.7700195313,0.496
1129167.7700195313,0.47
1129637.7700195313,0.481
1130118.7700195313,0.479
1130597.7700195313,0.494
1131091.7700195313,0.473
1131564.7700195313,0.478
1132042.7700195313,0.482
1132524.7700195313,0.495
1133019.7700195313,0.471
1133490.7700195313,0.509
1133999.7700195313,0.94
1134939.7700195313,0.501
1135440.7700195313,0.47
1135910.7700195313,0.476
1136386.7700195313,0.493
1136879.7700195313,0.476
1137355.7700195313,0.471
1137826.7700195313,0.479
1138305.7700195313,0.472
1138777.7700195313,0.475
1139252.7700195313,0.49
1139742.7700195313,0.469
1140211.7700195313,0.478
1140689.7700195313,0.466
1141155.7700195313,0.475
1141630.7700195313,0.486
1142116.7700195313,0.467
1142583.7700195313,0.476
1143059.7700195313,0.484
1143543.7700195313,0.462
1144005.7700195313,0.472
1144477.7700195313,0.5
1144977.7700195313,0.461
1145438.7700195313,0.466
1145904.7700195313,0.486
1146390.7700195313,0.936
1147326.7700195313,0.474
1147800.7700195313,0.47
1148270.7700195313,0.47
1148740.7700195313,0.465
1149205.7700195313,0.486
1149691.7700195313,0.478
1150169.7700195313,0.467
1150636.7700195313,0.494
1151130.7700195313,0.472
1151602.7700195313,0.467
1152069.7700195313,0.475
1152544.7700195313,0.476
1153020.7700195313,0.481
