# StartTime: 2016/03/14 18:18:53
timestamp.ms,latitude,longitude,altitude
413858.0,52.8375532,9.22797366,94.0
414858.0,52.83754296,9.22801305,89.0
415858.0,52.83753248,9.22805541,89.0
416858.0,52.83752467,9.22810021,88.0
417858.0,52.83751547,9.22814672,89.0
418858.0,52.83750422,9.22819178,89.0
419858.0,52.83749249,9.22824313,90.0
420858.0,52.83747909,9.22828906,90.0
421858.0,52.837467,9.22833659,92.0
422858.0,52.83745652,9.22838242,89.0
423858.0,52.83744434,9.22842268,90.0
424858.0,52.83743901,9.22847588,90.0
425858.0,52.83743832,9.22853234,91.0
426858.0,52.83744061,9.22859044,92.0
427858.0,52.83744032,9.22865269,93.0
428858.0,52.83744301,9.22870797,93.0
429858.0,52.83744901,9.22875536,91.0
430858.0,52.83745873,9.22879758,93.0
431858.0,52.83746504,9.22883906,94.0
432858.0,52.83746909,9.22887991,96.0
433858.0,52.83747213,9.22892205,95.0
434858.0,52.83747643,9.22896313,95.0
435858.0,52.83747859,9.2289979,95.0
436858.0,52.83748122,9.22903649,95.0
437858.0,52.83747914,9.2290822,94.0
438858.0,52.83747412,9.2291272,96.0
439858.0,52.83746756,9.22916899,95.0
440858.0,52.83746636,9.22920398,95.0
441858.0,52.83746601,9.22923998,95.0
442858.0,52.83746681,9.22927449,96.0
443858.0,52.83746791,9.22931416,94.0
444858.0,52.83747272,9.22934923,96.0
445858.0,52.83748169,9.22938558,94.0
446858.0,52.83749692,9.22941981,92.0
447858.0,52.83751753,9.22945202,90.0
448858.0,52.83754432,9.22947661,89.0
449858.0,52.83757803,9.22949532,88.0
450858.0,52.83761098,9.22950963,87.0
451858.0,52.83764531,9.22952205,86.0
452858.0,52.83768013,9.22953415,85.0
453858.0,52.83771369,9.22954207,83.0
454858.0,52.83774675,9.22954621,82.0
455858.0,52.83778064,9.2295505,81.0
456858.0,52.83781342,9.22955814,82.0
457858.0,52.83784586,9.22956872,81.0
458858.0,52.83787706,9.22957845,80.0
459858.0,52.83790906,9.22958357,80.0
460858.0,52.83793903,9.22958348,80.0
461858.0,52.83796793,9.22957839,75.0
462858.0,52.8379964,9.22957581,75.0
463858.0,52.8380254,9.22957728,75.0
464858.0,52.83805428,9.22957846,73.0
465858.0,52.83808314,9.22958095,73.0
466858.0,52.83811125,9.22957941,72.0
467858.0,52.83814038,9.22957597,71.0
468858.0,52.83816865,9.22957164,72.0
469858.0,52.83819799,9.229564,71.0
470858.0,52.83822616,9.22955761,71.0
